word,part,n_senses,colour,colour_mismatch,stopword,freq_in_defs,n_reduplicated,definition,graphemes,graphemes_rev,graphemes_n,start,end,words_in_def,word_length,def_sj,def_k,def_e,def_i,def_a,def_hh,def_bu,def_p,def_q,def_cj,def_r,def_y,freq_group,colour_hex
iphjr,i.,1,blue,0,0,0,0,i. xhjr bpu. tta guo kyin el xhjr ji. juya vh l beak bebak f qahh hjira el xhjr ji. vh zucjch ja kyin el xhjr ji.,i p hj r,r hj p i,4,i,r,26,5,,,,xhjr bpu. tta guo kyin el xhjr ji. juya vh l beak bebak f qahh hjira el xhjr ji. vh zucjch ja kyin el xhjr ji.,,,,,,,,,0-1,#6495ED
ipqe,sj.,1,blue,0,0,0,0,sj. je uxaux lela asj f heze.,i p qe,qe p i,3,i,qe,6,4,je uxaux lela asj f heze.,,,,,,,,,,,,0-1,#6495ED
ipuzu,i.,1,blue,0,0,0,0,i. kakauka jaraq akydep aa yra jaraq f lela dsiu je kyin el l ppicj z je ji. vx jel ginger ahk je uxauxf dyt.,i pu zu,zu pu i,3,i,zu,24,5,,,,kakauka jaraq akydep aa yra jaraq f lela dsiu je kyin el l ppicj z je ji. vx jel ginger ahk je uxauxf dyt.,,,,,,,,,0-1,#6495ED
iqabr,i.,1,blue,0,0,0,0,i. sxi kauin vs yl yre ktap yl ysi ktap ji pu. hhk je tuk. l tky z laf je belu. am cji shg je brye. xzt vx yra ktap axuax iligt je rak o ezugad yra ktap ji el shg je brue.,i qa b r,r b qa i,4,i,r,42,5,,,,sxi kauin vs yl yre ktap yl ysi ktap ji pu. hhk je tuk. l tky z laf je belu. am cji shg je brye. xzt vx yra ktap axuax iligt je rak o ezugad yra ktap ji el shg je brue.,,,,,,,,,0-1,#6495ED
iqahk,i.,1,blue,0,0,0,0,i. qlat l iqf ji. yl yre juya aok el ahg chsiv. yl ysi yra vztu. yl yamte chlicx. qahh cxla hhk juya kyin.,i qa h k,k h qa i,4,i,k,23,5,,,,qlat l iqf ji. yl yre juya aok el ahg chsiv. yl ysi yra vztu. yl yamte chlicx. qahh cxla hhk juya kyin.,,,,,,,,,0-1,#6495ED
iqf,k.,1,purple,0,0,1,0,k. qahh igf.,i q f,f q i,3,i,f,2,3,,qahh igf.,,,,,,,,,,,0-1,#9370DB
iracj,e.,1,green,0,0,0,0,e. inlt kytu. sxuk iska ging ji.,i ra cj,cj ra i,3,i,cj,6,5,,,inlt kytu. sxuk iska ging ji.,,,,,,,,,,0-1,#228B22
irli,a.,1,green,0,0,1,0,a. airli. kap airlx.,i r li,li r i,3,i,li,3,4,,,,,airli. kap airlx.,,,,,,,,0-1,#228B22
ishl,k.,1,purple,0,0,42,0,k. vh qvq yra vztu.,i sh l,l sh i,3,i,l,4,4,,vh qvq yra vztu.,,,,,,,,,,,>20,#9370DB
isiga,sj.,1,blue,0,0,3,0,sj. taar deda ji.,i si ga,ga si i,3,i,ga,3,5,taar deda ji.,,,,,,,,,,,,>1,#6495ED
isjaei,i.,1,blue,0,0,0,0,i. vh gedhe f sjaap uxauxf xlag lela ji. vh sjeep gedher sxk ehu ulilu aa fjah. ja ulilu lpu je kap lqa.,i sj a ei,ei a sj i,4,i,ei,22,6,,,,vh gedhe f sjaap uxauxf xlag lela ji. vh sjeep gedher sxk ehu ulilu aa fjah. ja ulilu lpu je kap lqa.,,,,,,,,,0-1,#6495ED
iska,e.,1,green,0,0,2,0,e. ahk in belu ska.,i s ka,ka s i,3,i,ka,4,4,,,ahk in belu ska.,,,,,,,,,,>1,#228B22
isuiax,i.,1,blue,0,0,0,0,i. lpubel duax je asx. dest hatel aiok o dust sxzu ee kakauka zuer je vztu o kakauka el kakauka liaax f lela yk ji el je cxli. sxi rali tta yra ji. sxi rali yk yra lela ji.,i su i ax,ax i su i,4,i,ax,38,6,,,,lpubel duax je asx. dest hatel aiok o dust sxzu ee kakauka zuer je vztu o kakauka el kakauka liaax f lela yk ji el je cxli. sxi rali tta yra ji. sxi rali yk yra lela ji.,,,,,,,,,0-1,#6495ED
itahe,sj.,1,blue,0,0,0,0,sj. vk kata ahg je atek.,i ta he,he ta i,3,i,he,5,5,vk kata ahg je atek.,,,,,,,,,,,,0-1,#6495ED
itar,e.,1,green,0,0,0,0,e. aie je bezu am shg je chsiv o ahg je kata o thg je atek aa je subb ja ulio el je lqa.,i ta r,r ta i,3,i,r,23,4,,,aie je bezu am shg je chsiv o ahg je kata o thg je atek aa je subb ja ulio el je lqa.,,,,,,,,,,0-1,#228B22
itgin,i.,1,blue,0,0,0,0,i. thg gin kadu. xzt gedher yra hji xzt l hhk lef ji o thg gin kadu. kat ley gin ji. vst ley ginger heba.,i t g in,in g t i,4,i,in,24,5,,,,thg gin kadu. xzt gedher yra hji xzt l hhk lef ji o thg gin kadu. kat ley gin ji. vst ley ginger heba.,,,,,,,,,0-1,#6495ED
ituk,i.,1,blue,0,0,0,0,i. ezugad el cxsi lela tuk ji. vs je siuaa geder apu ji el ahg je lqa. gedher juya ji. gta z je qahh ji.,i tu k,k tu i,3,i,k,24,4,,,,ezugad el cxsi lela tuk ji. vs je siuaa geder apu ji el ahg je lqa. gedher juya ji. gta z je qahh ji.,,,,,,,,,0-1,#6495ED
iutxx,i.,1,blue,0,0,0,0,i. utu sjlup aka kzin. dew uxaux in axuax ji. dew vk laf xxx ji am vk yra zint. kka gudih kauin ging zbax.,i u t x x,x x t u i,5,i,x,23,5,,,,utu sjlup aka kzin. dew uxaux in axuax ji. dew vk laf xxx ji am vk yra zint. kka gudih kauin ging zbax.,,,,,,,,,0-1,#6495ED
iuxlvai,i.,1,blue,0,0,0,0,i. ja ee je uxi cht. ja ee je uxi husj. ja ee je uxi brye. ja ee je uxi atek. lpubal ja ee je uxi xhjr.,i ux l v ai,ai v l ux i,5,i,ai,26,7,,,,ja ee je uxi cht. ja ee je uxi husj. ja ee je uxi brye. ja ee je uxi atek. lpubal ja ee je uxi xhjr.,,,,,,,,,0-1,#6495ED
ja,cj.,1,orange,0,1,180,2,cj. pdepr beax.,ja,ja,1,ja,,2,2,,,,,,,,,,pdepr beax.,,,>20,#FFA500
jaai,e.,1,green,0,0,1,0,e. vh her osh.,ja ai,ai ja,2,ja,ai,3,4,,,vh her osh.,,,,,,,,,,0-1,#228B22
jahh,e.,1,green,0,0,1,0,e. kap cjdahh.,ja hh,hh ja,2,ja,hh,2,4,,,kap cjdahh.,,,,,,,,,,0-1,#228B22
jahuzu,sj.,1,blue,0,0,1,0,sj. ykai z zhlut ja ji.,ja hu zu,zu hu ja,3,ja,zu,5,6,ykai z zhlut ja ji.,,,,,,,,,,,,0-1,#6495ED
jajija,sj.,1,blue,0,0,0,0,sj. ja ja iji. ja ahk tta lela prat.,ja ji ja,ja ji ja,3,ja,ja,8,6,ja ja iji. ja ahk tta lela prat.,,,,,,,,,,,,0-1,#6495ED
jajije,k.,1,purple,0,0,6,0,k. aie kytu.,ja ji je,je ji ja,3,ja,je,2,6,,aie kytu.,,,,,,,,,,,>1,#9370DB
jakch,k.,1,purple,0,0,1,0,k. ppicj vh uku l beak.,ja k ch,ch k ja,3,ja,ch,5,5,,ppicj vh uku l beak.,,,,,,,,,,,0-1,#9370DB
jakuz,sj.,1,blue,0,0,0,0,sj. uzuini subb shg je tacx. yra suba je asx el je tare. gta z je yra ji el je chley.,ja ku z,z ku ja,3,ja,z,20,5,uzuini subb shg je tacx. yra suba je asx el je tare. gta z je yra ji el je chley.,,,,,,,,,,,,0-1,#6495ED
jar,sj.,1,blue,0,0,15,1,sj. 1 vx yra tair gudih ji ahk je akudep o je asj f lela. 2 yra ktap ktap f lela.,ja r,r ja,2,ja,r,19,3,1 vx yra tair gudih ji ahk je akudep o je asj f lela. 2 yra ktap ktap f lela.,,,,,,,,,,,,>1,#6495ED
jaraq,sj.,1,blue,0,0,12,0,sj. jitesh ee jitas ee jitu.,ja ra q,q ra ja,3,ja,q,5,5,jitesh ee jitas ee jitu.,,,,,,,,,,,,>1,#6495ED
jatao,e.,1,green,0,0,0,0,e. ja lisu ja ji.,ja ta o,o ta ja,3,ja,o,4,5,,,ja lisu ja ji.,,,,,,,,,,0-1,#228B22
jater,e.,1,green,0,0,1,0,e. hgasi z yater dkdg.,ja te r,r te ja,3,ja,r,4,5,,,hgasi z yater dkdg.,,,,,,,,,,0-1,#228B22
jauje,sj.,1,blue,0,0,0,0,sj. jazah ja ee je ji.,ja u je,je u ja,3,ja,je,5,5,jazah ja ee je ji.,,,,,,,,,,,,0-1,#6495ED
jazah,e.,1,green,0,0,1,0,e. asj f lela akydep. aokasx ja akydep.,ja z a h,h a z ja,4,ja,h,7,5,,,asj f lela akydep. aokasx ja akydep.,,,,,,,,,,0-1,#228B22
je,cj.,1,orange,0,1,438,6,cj. btebr beax.,je,je,1,je,,2,2,,,,,,,,,,btebr beax.,,,>20,#FFA500
jef,cj.,1,orange,0,1,9,0,cj. wux je kadu f lef.,je f,f je,2,je,f,5,3,,,,,,,,,,wux je kadu f lef.,,,>1,#FFA500
jegt,e.,1,green,0,0,0,0,e. vh hegt osh.,je g t,t g je,3,je,t,3,4,,,vh hegt osh.,,,,,,,,,,0-1,#228B22
jehuzu,sj.,1,blue,0,0,1,0,sj. ykai z ladut je ji.,je hu zu,zu hu je,3,je,zu,5,6,ykai z ladut je ji.,,,,,,,,,,,,0-1,#6495ED
jel,cj.,1,orange,0,1,21,0,cj. subteta eeluz deqhm.,je l,l je,2,je,l,3,3,,,,,,,,,,subteta eeluz deqhm.,,,>20,#FFA500
jelig,e.,1,green,0,0,0,0,e. vx hut ruk el hezl je hkudep. taar subt ktap gudde el yk ahg je tky.,je li g,g li je,3,je,g,16,5,,,vx hut ruk el hezl je hkudep. taar subt ktap gudde el yk ahg je tky.,,,,,,,,,,0-1,#228B22
jeqr,sj.,1,blue,0,0,2,0,sj. vx yra ahk lela airli f deda.,je qr,qr je,2,je,qr,7,4,vx yra ahk lela airli f deda.,,,,,,,,,,,,>1,#6495ED
ji,k.,1,purple,0,0,466,1,k. 1 beba. 2 qrexzt deqhm.,ji,ji,1,ji,,4,2,,1 beba. 2 qrexzt deqhm.,,,,,,,,,,,>20,#9370DB
jidak,sj.,1,blue,0,0,0,0,sj. l xaxaxa ahk ugay f lela.,ji da k,k da ji,3,ji,k,6,5,l xaxaxa ahk ugay f lela.,,,,,,,,,,,,0-1,#6495ED
jikai,k.,1,purple,0,0,0,0,k. gudih kytu aozh beak aa igf.,ji ka i,i ka ji,3,ji,i,6,5,,gudih kytu aozh beak aa igf.,,,,,,,,,,,0-1,#9370DB
jipuqr,sj.,1,blue,0,0,2,0,sj. ahk duta f yra.,ji pu qr,qr pu ji,3,ji,qr,4,6,ahk duta f yra.,,,,,,,,,,,,>1,#6495ED
jitas,sj.,1,blue,0,0,2,0,sj. taar ji el vh wux uxaux lela ishl.,ji ta s,s ta ji,3,ji,s,8,5,taar ji el vh wux uxaux lela ishl.,,,,,,,,,,,,>1,#6495ED
jitesh,sj.,1,blue,0,0,2,0,sj. vh yra sjlup ee vzt lela cxla kytu f gazter z kyv.,ji te sh,sh te ji,3,ji,sh,12,6,vh yra sjlup ee vzt lela cxla kytu f gazter z kyv.,,,,,,,,,,,,>1,#6495ED
jitu,sj.,1,blue,0,0,1,0,sj. vh yra sjlup ee vzt lela asj f gazter z yater.,ji tu,tu ji,2,ji,tu,11,4,vh yra sjlup ee vzt lela asj f gazter z yater.,,,,,,,,,,,,0-1,#6495ED
ju,hh.,1,green,0,0,110,0,hh. 1 kap yra am yra deqhm f gega. 2 kytu kytu f vk yra beax. 3 yutehe shlp deqhm.,ju,ju,1,ju,,17,2,,,,,,1 kap yra am yra deqhm f gega. 2 kytu kytu f vk yra beax. 3 yutehe shlp deqhm.,,,,,,,>20,#228B22
juchsj,e.,1,green,0,0,1,0,e. ging xyt am heba. hezte yra ging hji.,ju ch sj,sj ch ju,3,ju,sj,8,6,,,ging xyt am heba. hezte yra ging hji.,,,,,,,,,,0-1,#228B22
jueju,i.,1,blue,0,0,0,0,i. vst airlx ppicj el l igf hji. am shlap.,ju ej u,u ej ju,3,ju,u,9,5,,,,vst airlx ppicj el l igf hji. am shlap.,,,,,,,,,0-1,#6495ED
juer,sj.,1,blue,0,0,1,0,sj. cxsi uku juya.,ju er,er ju,2,ju,er,3,4,cxsi uku juya.,,,,,,,,,,,,0-1,#6495ED
juex,k.,1,purple,0,0,2,0,k. l ju aiqr aa l ju aiqr aa l aiqr lisuvai rik.,ju ex,ex ju,2,ju,ex,12,4,,l ju aiqr aa l ju aiqr aa l aiqr lisuvai rik.,,,,,,,,,,,>1,#9370DB
jupu,sj.,1,blue,0,0,0,0,sj. plahe cxsuv lap heba xzt apda belu lela cxs. etela ee gingih ee gubeli dyt aozh uku apda tuk.,ju pu,pu ju,2,ju,pu,19,4,plahe cxsuv lap heba xzt apda belu lela cxs. etela ee gingih ee gubeli dyt aozh uku apda tuk.,,,,,,,,,,,,0-1,#6495ED
juya,sj.,1,blue,0,0,32,1,sj. yra vx rqada.,ju y a,a y ju,3,ju,a,3,4,yra vx rqada.,,,,,,,,,,,,>20,#6495ED
juzcxy,i.,1,blue,0,0,0,0,i. l beak ktap hji. iligt hji. je hji. zhlut ja hji. law hji. giduh z je hji. zucjch z l beak z je spu je kap lqa am vst ja f oley je akudep. gta z je gta z je ji. ja gta hji. tata ja ji. tata z je hji lpubl tata z dku lela. sxuk jahh yra ja ji. cjja osih ee cjje sasih ji. pp.,ju z cx y,y cx z ju,4,ju,y,68,6,,,,l beak ktap hji. iligt hji. je hji. zhlut ja hji. law hji. giduh z je hji. zucjch z l beak z je spu je kap lqa am vst ja f oley je akudep. gta z je gta z je ji. ja gta hji. tata ja ji. tata z je hji lpubl tata z dku lela. sxuk jahh yra ja ji. cjja osih ee cjje sasih ji. pp.,,,,,,,,,0-1,#6495ED
kabu,k.,1,purple,0,0,3,0,k. yra sjlup yra invh kadu.,ka bu,bu ka,2,ka,bu,5,4,,yra sjlup yra invh kadu.,,,,,,,,,,,>1,#9370DB
kad,k.,1,purple,0,0,0,0,k. qrexzt lela kytu.,ka d,d ka,2,ka,d,3,3,,qrexzt lela kytu.,,,,,,,,,,,0-1,#9370DB
kadu,k.,1,purple,0,0,62,0,k. vh yra ji.,ka du,du ka,2,ka,du,3,4,,vh yra ji.,,,,,,,,,,,>20,#9370DB
kagi,k.,1,purple,0,0,2,0,k. alp guo kyin.,ka g i,i g ka,3,ka,i,3,4,,alp guo kyin.,,,,,,,,,,,>1,#9370DB
kagin,k.,1,purple,0,0,5,0,k. alp guo kyin aa kaqzuli.,ka g in,in g ka,3,ka,in,5,5,,alp guo kyin aa kaqzuli.,,,,,,,,,,,>1,#9370DB
kahmt,k.,1,purple,0,0,1,0,k. xamt luax kyin hudaw.,ka hm t,t hm ka,3,ka,t,4,5,,xamt luax kyin hudaw.,,,,,,,,,,,0-1,#9370DB
kai,hh.,2,orange,1,0,5,0,hh. uku kakauka ju yra ji deqhm. q. xsiga bteb.,ka i,i ka,2,ka,i,8,3,,,,,,uku kakauka ju yra ji deqhm.,,,xsiga bteb.,,,,>1,#FFA500
kaish,k.,1,purple,0,0,5,0,k. ladut sub sxresh kyin.,ka i sh,sh i ka,3,ka,sh,4,5,,ladut sub sxresh kyin.,,,,,,,,,,,>1,#9370DB
kakakaw,sj.,1,blue,0,0,4,0,sj. sxgu z vzt.,ka ka ka w,w ka ka ka,4,ka,w,3,7,sxgu z vzt.,,,,,,,,,,,,>1,#6495ED
kakauka,e.,1,green,0,0,34,0,e. ju yra yra hji.,ka ka u ka,ka u ka ka,4,ka,ka,4,7,,,ju yra yra hji.,,,,,,,,,,>20,#228B22
kakauke,sj.,1,blue,0,0,2,0,sj. vk kakauka f heze.,ka ka u ke,ke u ka ka,4,ka,ke,4,7,vk kakauka f heze.,,,,,,,,,,,,>1,#6495ED
kakaw,sj.,1,blue,0,0,0,0,sj. liliax z vzt.,ka ka w,w ka ka,3,ka,w,3,5,liliax z vzt.,,,,,,,,,,,,0-1,#6495ED
kalao,k.,1,purple,0,0,4,0,k. ju yra vk rak aa yra duta.,ka la o,o la ka,3,ka,o,7,5,,ju yra vk rak aa yra duta.,,,,,,,,,,,>1,#9370DB
kali,k.,1,purple,0,0,4,0,k. yra qah rak.,ka li,li ka,2,ka,li,3,4,,yra qah rak.,,,,,,,,,,,>1,#9370DB
kaoee,k.,1,purple,0,0,3,0,k. taar yra ji el lela ishl lpubul ju lela.,ka o ee,ee o ka,3,ka,ee,9,5,,taar yra ji el lela ishl lpubul ju lela.,,,,,,,,,,,>1,#9370DB
kap,hh.,1,green,0,0,156,0,hh. xsiga kyv.,ka p,p ka,2,ka,p,2,3,,,,,,xsiga kyv.,,,,,,,>20,#228B22
kapu,e.,1,green,0,0,0,0,e. kauin akudep.,ka pu,pu ka,2,ka,pu,2,4,,,kauin akudep.,,,,,,,,,,0-1,#228B22
kaqr,k.,1,purple,0,0,1,0,k. yre hutl fjah.,ka qr,qr ka,2,ka,qr,3,4,,yre hutl fjah.,,,,,,,,,,,0-1,#9370DB
kaqzuli,k.,1,purple,0,0,3,0,k. qahh pdep aa ju lela kali.,ka q zu li,li zu q ka,4,ka,li,6,7,,qahh pdep aa ju lela kali.,,,,,,,,,,,>1,#9370DB
kat,bu.,1,tan,0,0,70,0,bu. gegagu deqhm.,ka t,t ka,2,ka,t,2,3,,,,,,,gegagu deqhm.,,,,,,>20,#D2B48C
kata,k.,1,purple,0,0,4,0,k. iligt rak vx hjter kyin.,ka ta,ta ka,2,ka,ta,5,4,,iligt rak vx hjter kyin.,,,,,,,,,,,>1,#9370DB
kato,k.,1,purple,0,0,1,0,k. vs gato hhk kelio.,ka t o,o t ka,3,ka,o,4,4,,vs gato hhk kelio.,,,,,,,,,,,0-1,#9370DB
kauin,e.,1,green,0,0,43,0,e. 1 axuax ging dkdg. kap taar. 2 exiex axuaxf ging dkdg. kap taar.,ka u in,in u ka,3,ka,in,12,5,,,1 axuax ging dkdg. kap taar. 2 exiex axuaxf ging dkdg. kap taar.,,,,,,,,,,>20,#228B22
kaw,sj.,1,blue,0,0,16,0,sj. beax z vzt.,ka w,w ka,2,ka,w,3,3,beax z vzt.,,,,,,,,,,,,>1,#6495ED
kax,k.,1,purple,0,0,3,0,k. tata kauin ging kra.,ka x,x ka,2,ka,x,4,3,,tata kauin ging kra.,,,,,,,,,,,>1,#9370DB
kaxs,k.,1,purple,0,0,1,0,k. vh lef sepsi hmlup kyso.,ka x s,s x ka,3,ka,s,5,4,,vh lef sepsi hmlup kyso.,,,,,,,,,,,0-1,#9370DB
kaxt,k.,1,purple,0,0,1,0,k. xhmt luax kyin hudaw.,ka x t,t x ka,3,ka,t,4,4,,xhmt luax kyin hudaw.,,,,,,,,,,,0-1,#9370DB
kazu,k.,1,purple,0,0,2,0,k. sxi uxaux uxauxf yra kytu o sxi axuax axuaxf yra kytu.,ka zu,zu ka,2,ka,zu,11,4,,sxi uxaux uxauxf yra kytu o sxi axuax axuaxf yra kytu.,,,,,,,,,,,>1,#9370DB
kazuqr,sj.,1,blue,0,0,8,0,sj. uxaux lela aiqr f sjlup.,ka zu qr,qr zu ka,3,ka,qr,5,6,uxaux lela aiqr f sjlup.,,,,,,,,,,,,>1,#6495ED
kedu,k.,1,purple,0,0,13,0,k. yra bteb el ji.,ke du,du ke,2,ke,du,4,4,,yra bteb el ji.,,,,,,,,,,,>1,#9370DB
keka,k.,1,purple,0,0,12,0,k. aiguux gega rak.,ke ka,ka ke,2,ke,ka,3,4,,aiguux gega rak.,,,,,,,,,,,>1,#9370DB
kelio,k.,1,purple,0,0,5,0,k. 1 axuax lela uxaux lela kuuee. 2 gega in heha uxaux eeluz in kusxkusx xihuhesh kuuee.,ke li o,o li ke,3,ke,o,15,5,,1 axuax lela uxaux lela kuuee. 2 gega in heha uxaux eeluz in kusxkusx xihuhesh kuuee.,,,,,,,,,,,>1,#9370DB
kesdat,k.,1,purple,0,0,0,0,k. qwq suba dkdg am subb hkdg.,ke s da t,t da s ke,4,ke,t,6,6,,qwq suba dkdg am subb hkdg.,,,,,,,,,,,0-1,#9370DB
kesdet,k.,1,purple,0,0,1,0,k. qah suba kadu am subb hadu.,ke s de t,t de s ke,4,ke,t,6,6,,qah suba kadu am subb hadu.,,,,,,,,,,,0-1,#9370DB
ket,k.,1,purple,0,0,4,0,k. vh beax ging shlp.,ke t,t ke,2,ke,t,4,3,,vh beax ging shlp.,,,,,,,,,,,>1,#9370DB
kevin,sj.,1,blue,0,0,2,0,sj. 1 yra pdepr. ju l ginga je kelio f yra gega. 2 btebr z yra buk f gege.,ke v in,in v ke,3,ke,in,17,5,1 yra pdepr. ju l ginga je kelio f yra gega. 2 btebr z yra buk f gege.,,,,,,,,,,,,>1,#6495ED
khjla,e.,1,green,0,0,1,0,e. ju yra kytu aa yra kytu. sxzu l kakauka xhg kyv z lef dkdg.,k hj la,la hj k,3,k,la,14,5,,,ju yra kytu aa yra kytu. sxzu l kakauka xhg kyv z lef dkdg.,,,,,,,,,,0-1,#228B22
kjar,k.,1,purple,0,0,1,0,k. sxi uxaux jar vk dkdg.,k ja r,r ja k,3,k,r,5,4,,sxi uxaux jar vk dkdg.,,,,,,,,,,,0-1,#9370DB
kka,bu.,1,tan,0,0,19,0,bu. subtatef sxresh subtetaf gegagu rik deqhm.,k ka,ka k,2,k,ka,6,3,,,,,,,subtatef sxresh subtetaf gegagu rik deqhm.,,,,,,>1,#D2B48C
klu,k.,1,purple,0,0,5,0,k. ju yra kytu plu yra.,k lu,lu k,2,k,lu,5,3,,ju yra kytu plu yra.,,,,,,,,,,,>1,#9370DB
kovd,k.,1,purple,0,0,1,0,k. hhg am belu.,k o v d,d v o k,4,k,d,3,4,,hhg am belu.,,,,,,,,,,,0-1,#9370DB
kra,k.,1,purple,0,0,3,0,k. vk wux vt wax rik.,k ra,ra k,2,k,ra,5,3,,vk wux vt wax rik.,,,,,,,,,,,>1,#9370DB
kshp,k.,1,purple,0,0,3,0,k. guo kzin vx ging shlup.,k sh p,p sh k,3,k,p,5,4,,guo kzin vx ging shlup.,,,,,,,,,,,>1,#9370DB
ktap,sj.,2,orange,1,0,36,1,sj. vh wux kytu f sjlup. asre kevin kytu f deda. k. ja ukaji el je akydep.,k ta p,p ta k,3,k,p,15,4,vh wux kytu f sjlup. asre kevin kytu f deda.,ja ukaji el je akydep.,,,,,,,,,,,>20,#FFA500
ktix,k.,1,purple,0,0,1,0,k. kap ezugad tata z ju lela ji el lela vda.,k t i x,x i t k,4,k,x,10,4,,kap ezugad tata z ju lela ji el lela vda.,,,,,,,,,,,0-1,#9370DB
kuchej,sj.,1,blue,0,0,0,0,sj. kap ishl f ging.,ku ch ej,ej ch ku,3,ku,ej,4,6,kap ishl f ging.,,,,,,,,,,,,0-1,#6495ED
kud,k.,1,purple,0,0,0,0,k. yra dkdg deqhm.,ku d,d ku,2,ku,d,3,3,,yra dkdg deqhm.,,,,,,,,,,,0-1,#9370DB
kudaji,sj.,1,blue,0,0,0,0,sj. yra lela je ulilu. uzuini yra ji. eja yra eji je akudep.,ku da ji,ji da ku,3,ku,ji,12,6,yra lela je ulilu. uzuini yra ji. eja yra eji je akudep.,,,,,,,,,,,,0-1,#6495ED
kusxkusx,e.,1,green,0,0,10,0,e. kap qrfde.,ku sx ku sx,sx ku sx ku,4,ku,sx,2,8,,,kap qrfde.,,,,,,,,,,>1,#228B22
kuuee,k.,1,purple,0,0,15,0,k. axuax gega uxaux gega kelio. aokasx e eguux kuuee.,ku u ee,ee u ku,3,ku,ee,8,5,,axuax gega uxaux gega kelio. aokasx e eguux kuuee.,,,,,,,,,,,>1,#9370DB
kvin,k.,1,purple,0,0,2,0,k. qlate suba ji am subb hji.,k v in,in v k,3,k,in,6,4,,qlate suba ji am subb hji.,,,,,,,,,,,>1,#9370DB
kxat,k.,1,purple,0,0,4,0,k. hmt ska.,k x a t,t a x k,4,k,t,2,4,,hmt ska.,,,,,,,,,,,>1,#9370DB
kxi,k.,1,purple,0,0,1,0,k. vs yra xihuhesh dkdg.,k x i,i x k,3,k,i,4,3,,vs yra xihuhesh dkdg.,,,,,,,,,,,0-1,#9370DB
kyao,k.,1,purple,0,0,1,0,k. ju yra yra kyin el je kyso.,k y ao,ao y k,3,k,ao,7,4,,ju yra yra kyin el je kyso.,,,,,,,,,,,0-1,#9370DB
kyin,k.,1,purple,0,0,86,0,k. 1 suba hji am subt ji. 2 suba heba am subt beba.,k y in,in y k,3,k,in,11,4,,1 suba hji am subt ji. 2 suba heba am subt beba.,,,,,,,,,,,>20,#9370DB
kysa,k.,1,purple,0,0,1,0,k. vh yra yra kysi.,k y s a,a s y k,4,k,a,4,4,,vh yra yra kysi.,,,,,,,,,,,0-1,#9370DB
kysi,k.,1,purple,0,0,48,0,k. subtatef sxresh kytu.,k y si,si y k,3,k,si,3,4,,subtatef sxresh kytu.,,,,,,,,,,,>20,#9370DB
kyso,k.,1,purple,0,0,32,0,k. vk yra kysi.,k y s o,o s y k,4,k,o,3,4,,vk yra kysi.,,,,,,,,,,,>20,#9370DB
kyta,k.,1,purple,0,0,2,0,k. ehu ehg yra gudde kka kytu. hytu aohh ehu ehg yra kap gudde.,k y ta,ta y k,3,k,ta,13,4,,ehu ehg yra gudde kka kytu. hytu aohh ehu ehg yra kap gudde.,,,,,,,,,,,>1,#9370DB
kytu,k.,2,orange,1,0,100,1,k. 1 kyv kysi. 2 kakauka kyso. sj. kyv in sxresh in hgasi kyv f gega. k kuuee.,k y tu,tu y k,3,k,tu,14,4,kyv in sxresh in hgasi kyv f gega. k kuuee.,1 kyv kysi. 2 kakauka kyso.,,,,,,,,,,,>20,#FFA500
kyv,sj.,2,blue,0,0,40,0,sj. lela in deda ahk kytu f kusxkusx deda. k. bteb in pdep.,k y v,v y k,3,k,v,11,3,lela in deda ahk kytu f kusxkusx deda.,bteb in pdep.,,,,,,,,,,,>20,#6495ED
kzin,k.,1,purple,0,0,17,0,k. axuaxf sjlup uxaux yra kadu.,k z in,in z k,3,k,in,5,4,,axuaxf sjlup uxaux yra kadu.,,,,,,,,,,,>1,#9370DB
kzu,k.,1,purple,0,0,1,0,k. taar yra ji ishl o yra zuya klu.,k zu,zu k,2,k,zu,8,3,,taar yra ji ishl o yra zuya klu.,,,,,,,,,,,0-1,#9370DB
l,r.,1,purple,0,1,187,0,r. sjdr kytu in eguux in agappx kyin. subteta z gega kadu.,l,l,1,l,,11,1,,,,,,,,,,,sjdr kytu in eguux in agappx kyin. subteta z gega kadu.,,>20,#9370DB
laba,e.,1,green,0,0,0,0,e. ja je ahg. yra ktap gudde el je ahk ja ew.,la ba,ba la,2,la,ba,11,4,,,ja je ahg. yra ktap gudde el je ahk ja ew.,,,,,,,,,,0-1,#228B22
lacx,k.,1,purple,0,0,2,0,k. tata yra aik aa yra akydep.,la cx,cx la,2,la,cx,6,4,,tata yra aik aa yra akydep.,,,,,,,,,,,>1,#9370DB
lada,sj.,1,blue,0,0,4,0,sj. vh sxuk subtate vt l ppicj o kap vt l kagin f yra lela. ocxy ler yra gega cxla beax.,la da,da la,2,la,da,20,4,vh sxuk subtate vt l ppicj o kap vt l kagin f yra lela. ocxy ler yra gega cxla beax.,,,,,,,,,,,,>1,#6495ED
ladut,sj.,1,blue,0,0,11,0,sj. vk subtate vt subteta gaeif z qrexzt.,la du t,t du la,3,la,t,7,5,vk subtate vt subteta gaeif z qrexzt.,,,,,,,,,,,,>1,#6495ED
laex,sj.,1,blue,0,0,0,0,sj. lela kagi f yra vzt. dest yra vzt o qrexzt yra lela alpp.,la ex,ex la,2,la,ex,13,4,lela kagi f yra vzt. dest yra vzt o qrexzt yra lela alpp.,,,,,,,,,,,,0-1,#6495ED
